id,first_name,last_name,date_of_birth,country,married,job,income_in_year,total_property_cost
767,Courtney,Lawrence,36,United Kingdom,False,"Embryologist, clinical",84189$,993600$
768,Daniel,Soto,70,Italy,True,Patent attorney,67781$,2082788$
769,Ashley,Wilson,49,Poland,False,Materials engineer,72940$,1129725$
770,Cody,Gonzalez,37,Poland,True,"Designer, multimedia",68394$,826960$
771,Michael,Heath,40,France,True,Energy manager,114102$,1482760$
772,Barbara,Mendoza,34,Spain,False,Health promotion specialist,96155$,570942$
773,Brenda,Hunter,34,Italy,True,Network engineer,71524$,2503284$
774,Michael,Nelson,74,United Kingdom,True,"Presenter, broadcasting",104483$,2120200$
775,Andrea,Morton,52,France,True,Customer service manager,96715$,966735$
776,Brenda,Pierce,71,Poland,True,Counsellor,57696$,1217952$
777,Rachel,Beard,78,Italy,True,"Conservator, museum/gallery",79164$,1315409$
778,Whitney,Hobbs,48,Spain,True,Charity fundraiser,87010$,2333189$
779,Randy,Gillespie,45,Poland,True,"Optician, dispensing",107662$,1930750$
780,William,Whitaker,49,Spain,False,Museum/gallery exhibitions officer,63810$,1158222$
781,April,Medina,56,Italy,True,"Engineer, manufacturing",152193$,546336$
782,Julie,Bryan,24,Germany,True,Lobbyist,82117$,1376880$
783,Zachary,Cuevas,32,United Kingdom,True,"Clinical scientist, histocompatibility and immunogenetics",72892$,610057$
784,Patricia,Fuller,77,United Kingdom,False,Seismic interpreter,84600$,737136$
785,Laura,Jackson,43,Spain,False,Dancer,90657$,1898784$
786,Sara,Hayden,25,Spain,True,Curator,103279$,1338944$
787,Leonard,Galvan,44,Spain,True,Retail banker,106839$,1706276$
788,Rhonda,Foster,33,Poland,True,"Designer, television/film set",55406$,739896$
789,Anthony,Daniels,62,Germany,True,Seismic interpreter,110266$,956439$
790,Catherine,Brown,26,Poland,False,Tax inspector,100153$,1378152$
791,Julie,Travis,76,Spain,True,Engineering geologist,104750$,1041540$
792,Elizabeth,Walsh,56,United Kingdom,True,"Surveyor, rural practice",81586$,427915$
793,Connie,Schroeder,28,Italy,False,Charity fundraiser,111020$,2710114$
794,Tiffany,Rose,48,United Kingdom,True,Television camera operator,88564$,1927512$
795,Brenda,Perez,20,Poland,False,Ceramics designer,100853$,1766400$
796,Christina,Coleman,56,United Kingdom,True,"Engineer, site",80763$,1693398$
797,Jennifer,Gibbs,71,Spain,False,Public relations account executive,87434$,1358000$
798,Daniel,Guzman,69,France,True,Garment/textile technologist,90127$,388318$
799,Shannon,Jackson,45,Germany,False,Chief Operating Officer,122971$,2591667$
800,Zachary,Ryan,45,United Kingdom,True,"Development worker, international aid",76358$,723808$
801,Thomas,Sanchez,63,United Kingdom,False,Engineering geologist,76773$,805584$
802,Jeffrey,Hill,28,United Kingdom,False,Ship broker,73323$,1458512$
803,Brian,Hopkins,24,Germany,True,"Pharmacist, hospital",113777$,925015$
804,Peter,Mckenzie,45,Spain,False,Telecommunications researcher,51333$,652976$
805,Brenda,Garcia,23,United Kingdom,True,Diagnostic radiographer,66781$,1640736$
806,Karen,Elliott,32,Italy,True,Arts development officer,89155$,2666422$
807,Christy,Houston,73,Spain,False,Early years teacher,90528$,1601760$
808,Savannah,Chase,79,United Kingdom,False,Toxicologist,97658$,715484$
809,Dwayne,Mcconnell,28,Spain,False,Actuary,67417$,680317$
810,Laura,Evans,59,Germany,True,Office manager,65323$,1677459$
811,James,Bell,35,France,False,"Therapist, speech and language",108311$,1373680$
812,Janet,Bruce,49,Spain,True,"Research officer, trade union",71016$,1967904$
813,Matthew,Dawson,19,France,True,Advertising copywriter,84104$,1378864$
814,Tony,Garcia,44,France,True,unemployed,92978$,2252374$
815,Savannah,Pena,46,Poland,True,Location manager,114735$,967494$
816,Charles,Sims,33,Poland,True,"Programmer, multimedia",47308$,675878$
817,Brittany,Williams,38,United Kingdom,True,Technical sales engineer,88479$,1504398$
818,Mallory,Macias,40,Spain,True,Optometrist,94872$,1659990$
819,Whitney,Villa,42,France,False,Volunteer coordinator,94611$,958000$
820,Michael,Williams,24,Germany,True,Operational investment banker,103456$,1827252$
821,Kelly,Mclaughlin,73,Germany,False,Logistics and distribution manager,93435$,1671259$
822,James,Allen,76,France,True,Dealer,71757$,1204668$
823,Elizabeth,Huber,50,Poland,True,"Teacher, music",84290$,949050$
824,Christy,Mccullough,58,Germany,False,Clothing/textile technologist,84550$,383845$
825,Joshua,Webb,56,Germany,True,"Engineer, electrical",102022$,1390956$
826,Yolanda,Garrett,33,United Kingdom,False,"Editor, magazine features",95289$,756220$
827,William,Lester,43,Italy,True,Media planner,68959$,1221088$
828,Melissa,Flores,19,Italy,True,Sales promotion account executive,98200$,1243374$
829,Samuel,Hopkins,25,Germany,True,Electrical engineer,64919$,1663088$
830,Charles,Lopez,58,Spain,True,"Editor, film/video",94372$,662610$
831,Melanie,Lyons,53,Germany,True,Barista,58181$,850916$
832,Sue,Crawford,55,Spain,False,"Education officer, community",80491$,1885266$
833,April,Wilson,38,Poland,False,Adult nurse,100763$,1285164$
834,Marcus,Fisher,28,United Kingdom,True,Call centre manager,90096$,581240$
835,Sheena,Aguirre,77,Germany,False,Fast food restaurant manager,89893$,492118$
836,Timothy,Reed,36,Italy,True,Phytotherapist,98142$,684180$
837,Jacob,Alvarado,35,Spain,False,Occupational therapist,106174$,662928$
838,Elizabeth,Middleton,64,Spain,True,Chartered accountant,73301$,1002677$
839,Diane,Patterson,41,Germany,True,Ceramics designer,63481$,2292339$
840,Sydney,Robinson,67,Poland,True,Applications developer,62308$,1679328$
841,Matthew,Johnson,30,Spain,True,"Surveyor, quantity",68866$,742272$
842,Jose,Jones,66,Italy,True,"Programmer, applications",83434$,2192336$
843,Martha,Gallagher,47,France,False,Building surveyor,95834$,1027368$
844,Stephanie,Benson,19,Poland,False,Special educational needs teacher,55009$,3175032$
845,Amy,Adams,41,Spain,True,Landscape architect,88960$,773248$
846,Anthony,Oconnor,21,Germany,True,Communications engineer,103483$,1712277$
847,Shawn,Osborne,52,Italy,True,"Presenter, broadcasting",100394$,639234$
848,Kimberly,Chavez,67,Germany,False,Fast food restaurant manager,96288$,1091299$
849,Daniel,Russo,76,Spain,True,"Scientist, product/process development",100745$,2194416$
850,Alexander,Johns,34,Italy,True,Barrister,76419$,1965960$
851,Travis,Humphrey,50,United Kingdom,True,"Engineer, mining",101121$,692699$
852,Brian,Butler,68,Poland,True,Advertising account executive,77489$,1684683$
853,Allison,Morgan,54,France,True,"Scientist, research (maths)",70301$,1979200$
854,Matthew,Bailey,40,Germany,False,Network engineer,93137$,897372$
855,Rebecca,Horne,34,Germany,False,Visual merchandiser,94454$,1396104$
856,Lauren,Alexander,33,Germany,True,Merchant navy officer,95525$,1990328$
857,Christina,Bolton,39,United Kingdom,True,Magazine features editor,74828$,870436$
858,Sharon,Walsh,28,Germany,False,Arts administrator,86001$,2536944$
859,Anthony,Brown,46,Germany,False,Senior tax professional/tax inspector,106610$,1236046$
860,David,Smith,40,Poland,True,Special effects artist,79566$,695562$
861,Tyler,Elliott,60,Germany,True,Pensions consultant,96994$,1245760$
862,Robert,Miller,54,Poland,False,"Scientist, physiological",83954$,1270445$
863,Jason,Ramirez,25,United Kingdom,True,Magazine journalist,101179$,2261057$
864,Natasha,Owens,37,Germany,True,Advertising account planner,75299$,1282392$
865,Carrie,Stewart,26,Spain,False,Museum education officer,105059$,1002411$
866,Marissa,Rogers,63,France,True,Maintenance engineer,99783$,1789794$
867,Eric,Murray,73,United Kingdom,True,"Administrator, education",116306$,905445$
868,Brent,Shaw,72,France,True,Dramatherapist,100710$,704934$
869,Alexandra,Medina,32,Spain,True,"Biochemist, clinical",106089$,1845100$
870,Dana,Baker,20,Poland,False,Forensic scientist,84865$,2409100$
871,Dawn,Manning,42,Germany,True,Television floor manager,97103$,1830950$
872,Ian,Smith,41,Italy,False,Broadcast journalist,64024$,1783644$
873,Jamie,Gibson,57,Spain,True,Hydrographic surveyor,53181$,2305314$
874,Jacqueline,Flores,39,Spain,False,Ecologist,94081$,640308$
875,Sarah,Warren,80,Italy,True,"Designer, furniture",106331$,639373$
876,Thomas,Ryan,79,Italy,True,Video editor,75856$,690774$
877,Sarah,Love,24,United Kingdom,False,Data processing manager,80662$,1182108$
878,William,Leach,51,Germany,True,Recycling officer,72897$,1239810$
879,Ryan,Wolfe,48,France,True,Osteopath,75519$,2027281$
880,Jessica,Braun,26,Poland,False,Teaching laboratory technician,93548$,1226124$
881,Russell,Suarez,67,United Kingdom,True,Chief Strategy Officer,98121$,650976$
882,Curtis,Rodriguez,44,Poland,True,Land,99310$,2080824$
883,Victoria,Wu,35,Italy,True,Theatre director,110135$,1814652$
884,Lisa,Hendricks,58,Germany,False,Scientific laboratory technician,65612$,1143840$
885,David,Scott,44,France,False,Recycling officer,84385$,416445$
886,Edgar,Hall,36,United Kingdom,True,Civil Service administrator,106914$,431915$
887,Catherine,Marshall,46,Italy,True,Quantity surveyor,79977$,548244$
888,Kimberly,Miller,75,France,False,"Sound technician, broadcasting/film/video",87261$,1638970$
889,Amanda,Moore,60,Italy,True,"Teacher, special educational needs",85773$,1285940$
890,Kelsey,Burgess,35,Italy,True,"Education officer, community",93156$,619710$
891,Rodney,Acosta,29,United Kingdom,False,"Education officer, community",89855$,1964752$
892,Christina,Garcia,49,Poland,True,unemployed,87523$,1168290$
893,Madison,Reyes,36,Spain,False,Sports coach,93418$,1710720$
894,Rachel,Smith,44,United Kingdom,True,"Production assistant, television",87302$,2037280$
895,George,Heath,57,United Kingdom,True,Structural engineer,97387$,1722320$
896,Shannon,Bailey,33,Poland,True,Tour manager,55796$,1946142$
897,Beverly,Stone,50,Germany,False,Corporate investment banker,97779$,2113872$
898,Leah,King,70,Spain,False,Forensic psychologist,100015$,506296$
899,William,Calhoun,74,Spain,True,Economist,99363$,1654140$
900,Heather,Tucker,34,Spain,False,Museum/gallery curator,94279$,1080860$
901,Shelby,Baird,51,France,True,Landscape architect,113223$,1490576$
902,William,Brown,75,United Kingdom,False,"Engineer, civil (contracting)",87229$,529963$
903,Walter,Gallagher,80,Germany,False,Games developer,94333$,742023$
904,Sylvia,Smith,79,Italy,True,Furniture conservator/restorer,115886$,2038160$
905,Johnny,Turner,50,Germany,False,Naval architect,126874$,1161199$
906,Karen,Harris,42,France,True,Newspaper journalist,60279$,2637192$
907,Stacy,Rogers,24,France,False,Airline pilot,141396$,514656$
908,Kyle,Berry,64,United Kingdom,True,"Scientist, biomedical",84296$,2315688$
909,John,Jimenez,46,Italy,False,"Engineer, chemical",66700$,1092760$
910,Michael,Lee,23,Italy,True,Higher education lecturer,108355$,1726840$
911,Colleen,Padilla,31,Germany,False,Adult nurse,101336$,564975$
912,Jack,Small,34,Poland,True,Dancer,97638$,1554408$
913,Teresa,Flowers,21,Germany,False,Maintenance engineer,64851$,742776$
914,Sean,Mathis,49,Spain,False,"Accountant, chartered certified",71787$,2250600$
915,Wesley,Wilson,66,Poland,True,Public house manager,92720$,1192995$
916,Steven,Smith,20,Germany,True,"Surveyor, insurance",49742$,1465008$
917,Willie,Nichols,53,United Kingdom,True,Chief Financial Officer,128773$,2429217$
918,Courtney,Leon,29,Germany,True,Financial manager,54683$,1605463$
919,Joshua,Nelson,19,Poland,False,Publishing rights manager,94556$,1931346$
920,Thomas,Pittman,37,Germany,False,Clinical biochemist,79104$,1836618$
921,Ashley,Morrison,57,United Kingdom,False,Further education lecturer,79987$,2902325$
922,Robin,Douglas,63,Poland,True,Broadcast journalist,107859$,1498512$
923,Tyler,Wall,34,France,True,Water quality scientist,74664$,1676682$
924,Marc,Fuller,37,Italy,False,Make,130026$,1794500$
925,Thomas,White,68,Poland,False,unemployed,113180$,1079180$
926,Courtney,Brown,25,Germany,True,Writer,93039$,443335$
927,Michael,Wilson,56,United Kingdom,False,"Doctor, general practice",100058$,2475384$
928,Kyle,Frazier,19,Poland,False,Meteorologist,118080$,568470$
929,Walter,Aguilar,72,Poland,True,Human resources officer,86757$,1965546$
930,Stephanie,Moore,57,Poland,False,Print production planner,83410$,642229$
931,Lisa,Martin,65,Germany,True,"Teacher, English as a foreign language",67332$,1183820$
932,Shaun,Knox,47,Germany,False,Agricultural engineer,102230$,1032304$
933,Brandy,Mullins,67,France,False,"Engineer, communications",61330$,1025475$
934,Barbara,Allen,54,France,True,unemployed,107314$,418495$
935,Geoffrey,Maynard,62,France,False,Dealer,74226$,369600$
936,Raymond,Schmidt,60,Germany,True,Garment/textile technologist,97983$,1748960$
937,Erik,Gonzalez,75,Poland,True,Special educational needs teacher,71929$,2289253$
938,Clayton,Wright,60,Germany,True,"Designer, exhibition/display",109255$,1203620$
939,Cindy,Johnson,71,United Kingdom,True,Risk analyst,88953$,1188800$
940,Brandy,Sanders,44,France,True,Fish farm manager,127098$,1113480$
941,Kevin,Gomez,74,Spain,False,"Engineer, site",99354$,1343565$
942,Ashley,Blair,52,Spain,True,"Biochemist, clinical",105674$,1375521$
943,Timothy,Jones,40,Germany,True,"Education officer, environmental",75312$,1385384$
944,Andrew,Callahan,34,Spain,True,Food technologist,85287$,560928$
945,Stephanie,Rivers,20,Germany,False,Insurance claims handler,74560$,1464060$
946,Adam,Cole,19,Italy,False,Geophysical data processor,126055$,1455768$
949,Robert,Henry,41,Germany,False,Barrister's clerk,80077$,1764160$
950,Brianna,Blankenship,80,Spain,True,"Designer, exhibition/display",87417$,750744$
951,Brian,Peterson,31,Germany,True,Psychotherapist,100279$,1665694$
952,Dominique,Edwards,76,Poland,True,Secretary/administrator,105716$,1544205$
953,Jennifer,Taylor,21,Spain,True,Government social research officer,94908$,1788682$
954,Jeffrey,Bright,28,Spain,False,"Radiographer, therapeutic",104420$,1396077$
958,Brandon,Nunez,46,Spain,False,Biomedical engineer,91740$,1096312$
959,Lisa,Benton,74,Italy,False,Early years teacher,110140$,409815$
960,William,Marquez,64,Germany,False,Learning disability nurse,90258$,1574700$
961,Paula,Peters,42,Germany,True,"Therapist, occupational",96076$,692480$
962,Vicki,Clark,62,France,False,Recycling officer,95358$,1161024$
963,Sarah,Ramirez,37,United Kingdom,False,"Social research officer, government",68315$,1220770$
964,Jessica,Wiggins,63,Germany,True,Health service manager,50654$,868934$
965,Philip,Fry,31,France,False,Landscape architect,91311$,704055$
966,Kimberly,Calderon,45,Spain,False,Engineering geologist,125374$,393345$
967,Audrey,Cruz,25,Italy,True,Accounting technician,88835$,575694$
973,Andre,Bailey,59,United Kingdom,True,Maintenance engineer,98839$,3120250$
974,Peter,Harmon,43,Italy,True,Associate Professor,93488$,991445$
975,Dylan,Heath,52,Poland,True,Health and safety inspector,71884$,1319190$
976,Jeffery,Rodriguez,37,Italy,False,"Radiographer, therapeutic",106615$,1056457$
979,Jennifer,Sanchez,31,Italy,False,Occupational hygienist,108368$,2556900$
980,Mary,Thompson,74,Italy,True,Health physicist,73468$,1173368$
981,Madison,Campbell,36,Italy,True,Agricultural engineer,126194$,1828344$
982,Kathryn,Sandoval,76,Germany,True,Accounting technician,111947$,1043409$
985,Zachary,Allen,22,Italy,False,Operations geologist,94458$,3006330$
986,Heather,Hernandez,76,United Kingdom,True,Planning and development surveyor,110826$,703962$
987,Oscar,Cooley,36,Italy,False,Training and development officer,114223$,832125$
988,Darren,Lewis,49,Poland,False,Retail manager,66209$,1712920$
989,Dillon,Durham,18,Italy,True,"Scientist, clinical (histocompatibility and immunogenetics)",84376$,2002902$
990,Andrew,Parker,49,Germany,True,Transport planner,91309$,1562814$
994,Pamela,Campbell,31,United Kingdom,False,Risk manager,75412$,2081247$
995,Paul,Kelley,60,Germany,True,Osteopath,85420$,1230922$
996,Stephanie,Malone,22,Italy,False,"Journalist, magazine",86268$,2147650$
997,Lauren,Robinson,51,United Kingdom,True,"Lecturer, further education",82004$,2495270$
998,Kenneth,Dunlap,33,United Kingdom,False,Geophysical data processor,55734$,1851440$
999,Christopher,Perry,40,Spain,True,"Psychotherapist, child",106897$,654318$
